Item_Identifier,Outlet_Identifier
FDJ41,OUT013
FDL46,OUT013
FDX33,OUT035
NCL29,OUT049
FDE16,OUT019
FDM57,OUT046
FDZ36,OUT013
NCW42,OUT010
NCI54,OUT019
DRK01,OUT018
FDX10,OUT045
FDO46,OUT018
FDD16,OUT010
FDZ20,OUT027
NCI18,OUT017
DRI25,OUT046
FDY44,OUT045
FDW38,OUT019
FDY33,OUT027
DRH51,OUT035
FDT32,OUT017
FDI50,OUT049
FDB60,OUT013
FDP09,OUT035
FDA20,OUT013
NCX05,OUT019
DRF37,OUT045
FDJ26,OUT046
FDZ25,OUT046
FDZ58,OUT035
FDZ50,OUT027
NCG18,OUT010
FDZ56,OUT045
FDH50,OUT013
DRO35,OUT045
DRH51,OUT027
FDS19,OUT049
NCM06,OUT018
FDP52,OUT017
FDK02,OUT010
FDG59,OUT046
FDN20,OUT027
FDO57,OUT018
NCJ30,OUT035
FDQ31,OUT010
FDC05,OUT049
FDM08,OUT013
NCA41,OUT035
FDK15,OUT027
FDX56,OUT049
FDT21,OUT046
FDQ46,OUT046
FDS01,OUT019
FDW34,OUT019
FDX07,OUT035
FDN13,OUT046
NCP02,OUT018
FDT48,OUT017
FDZ49,OUT035
NCJ17,OUT010
FDB17,OUT017
FDP48,OUT018
FDI53,OUT049
FDW02,OUT013
FDL20,OUT019
FDV32,OUT018
FDG38,OUT017
NCB31,OUT027
FDF52,OUT017
FDB15,OUT049
FDO48,OUT018
NCR53,OUT018
FDF56,OUT013
FDL57,OUT018
NCC31,OUT013
FDE33,OUT049
FDV52,OUT017
FDR46,OUT027
DRE12,OUT046
FDD57,OUT010
NCS41,OUT049
NCY41,OUT017
FDV22,OUT017
FDF12,OUT045
FDM13,OUT013
FDQ56,OUT046
FDW55,OUT027
NCT29,OUT027
NCX42,OUT017
FDR24,OUT017
NCS42,OUT017
FDL40,OUT018
FDD47,OUT046
DRE03,OUT046
NCM18,OUT027
FDF52,OUT045
NCG43,OUT045
FDE20,OUT046
FDI33,OUT017
NCT06,OUT013
FDY24,OUT035
FDZ33,OUT017
FDJ55,OUT018
FDE45,OUT019
FDD44,OUT018
FDD10,OUT018
FDA39,OUT018
FDB36,OUT013
FDK52,OUT010
FDJ36,OUT049
NCB55,OUT018
NCK18,OUT010
FDX27,OUT049
FDB08,OUT046
FDX43,OUT046
FDA20,OUT018
FDC04,OUT019
FDG17,OUT017
FDU58,OUT010
FDP24,OUT027
NCT29,OUT045
FDB08,OUT018
NCB43,OUT045
FDL09,OUT019
DRK49,OUT046
FDR37,OUT013
FDG56,OUT035
FDE34,OUT049
FDE16,OUT027
FDT58,OUT035
FDR03,OUT035
NCL30,OUT049
FDT22,OUT027
FDP45,OUT049
FDS15,OUT013
FDF16,OUT027
FDL13,OUT045
NCV30,OUT018
FDG33,OUT019
FDO10,OUT046
FDQ03,OUT013
NCC55,OUT018
FDD52,OUT027
FDI16,OUT018
FDB44,OUT046
FDA25,OUT046
FDV33,OUT046
FDX47,OUT049
FDO50,OUT017
FDV57,OUT013
FDB02,OUT035
FDD16,OUT019
FDX02,OUT046
FDP11,OUT010
FDH32,OUT027
NCL18,OUT049
FDT12,OUT045
FDD50,OUT027
NCU05,OUT049
FDI56,OUT018
DRL11,OUT049
FDQ08,OUT045
FDW20,OUT027
FDW46,OUT045
FDO09,OUT049
DRJ49,OUT018
FDP26,OUT013
FDO19,OUT035
NCG43,OUT010
FDG02,OUT046
FDO32,OUT035
FDR34,OUT046
FDU59,OUT046
FDN31,OUT045
FDT55,OUT027
FDE08,OUT018
FDK52,OUT013
FDW11,OUT013
FDC03,OUT049
FDR43,OUT018
FDL14,OUT010
FDP39,OUT045
FDG29,OUT027
DRH15,OUT046
FDT11,OUT035
FDU48,OUT035
FDY12,OUT013
FDS44,OUT017
NCP06,OUT018
DRH23,OUT013
FDA16,OUT027
FDT45,OUT018
FDE56,OUT017
FDA40,OUT017
FDA39,OUT046
NCB19,OUT035
FDZ34,OUT013
FDV22,OUT045
FDO40,OUT049
FDD21,OUT013
FDO36,OUT013
FDV34,OUT049
NCY18,OUT045
NCM54,OUT018
FDB59,OUT049
FDS45,OUT010
FDV24,OUT049
FDD46,OUT010
FDQ39,OUT018
FDD52,OUT046
FDL39,OUT018
FDV02,OUT018
FDE11,OUT046
NCU54,OUT049
FDR43,OUT010
FDD51,OUT013
FDO60,OUT017
NCS06,OUT013
FDX50,OUT045
FDQ55,OUT035
FDL52,OUT018
FDK52,OUT045
NCO02,OUT017
NCO30,OUT035
FDA33,OUT049
FDB12,OUT013
FDT40,OUT013
NCO05,OUT017
FDR32,OUT049
FDM04,OUT018
DRL01,OUT013
FDQ56,OUT018
FDH08,OUT046
NCQ06,OUT019
FDG16,OUT019
FDZ40,OUT027
FDY51,OUT035
NCN41,OUT018
NCM17,OUT027
FDP39,OUT017
FDZ08,OUT035
FDU03,OUT018
FDZ49,OUT046
NCX30,OUT019
FDV08,OUT045
FDB15,OUT013
FDY49,OUT013
FDF24,OUT017
DRK47,OUT045
DRD37,OUT017
FDH40,OUT018
FDL12,OUT027
FDW11,OUT027
NCE06,OUT035
FDF32,OUT018
DRI47,OUT035
DRA12,OUT035
FDX45,OUT013
FDR35,OUT013
FDK03,OUT010
NCJ18,OUT013
FDN48,OUT045
FDZ59,OUT019
FDB57,OUT027
DRP35,OUT019
FDZ59,OUT013
FDU58,OUT018
FDL09,OUT035
FDY38,OUT017
FDI46,OUT027
FDL03,OUT017
DRC25,OUT019
FDU60,OUT045
FDP25,OUT027
FDO57,OUT010
FDQ09,OUT049
NCY05,OUT027
FDA20,OUT049
FDF16,OUT010
NCG07,OUT013
FDR46,OUT018
FDP22,OUT049
FDL45,OUT035
NCF42,OUT018
FDD04,OUT049
FDC45,OUT018
FDI40,OUT045
FDQ11,OUT046
DRM48,OUT046
FDS12,OUT013
FDR46,OUT017
NCO02,OUT045
FDQ52,OUT013
FDY28,OUT017
FDE32,OUT046
FDJ58,OUT035
FDJ27,OUT045
NCM18,OUT049
FDA02,OUT045
FDT26,OUT046
DRD60,OUT035
NCR18,OUT046
FDO27,OUT046
FDP25,OUT019
FDQ51,OUT035
NCH07,OUT017
FDP44,OUT045
NCP55,OUT017
FDO09,OUT013
FDP38,OUT049
FDI48,OUT017
FDS58,OUT045
FDJ55,OUT035
NCF06,OUT049
FDF41,OUT045
NCL05,OUT019
FDT24,OUT049
FDK08,OUT010
FDU55,OUT018
NCY18,OUT017
FDS11,OUT046
FDC28,OUT019
FDR59,OUT046
DRE15,OUT017
FDP19,OUT049
DRN47,OUT049
FDJ34,OUT018
FDX21,OUT018
FDI57,OUT027
NCI42,OUT046
FDL03,OUT045
FDX37,OUT013
FDW57,OUT018
FDX14,OUT017
FDD09,OUT046
FDM09,OUT046
NCW54,OUT018
DRL11,OUT027
FDJ58,OUT018
FDX21,OUT019
FDA20,OUT017
FDL34,OUT035
FDL38,OUT027
DRL11,OUT018
FDO40,OUT018
DRZ24,OUT045
FDM52,OUT035
FDM52,OUT017
FDV49,OUT018
FDF47,OUT017
FDF56,OUT035
FDW12,OUT010
FDY09,OUT019
FDY55,OUT035
FDU36,OUT019
NCR06,OUT049
FDW24,OUT046
FDF16,OUT013
NCR18,OUT049
DRD01,OUT035
FDS15,OUT045
FDT19,OUT013
FDE59,OUT013
FDE04,OUT010
NCV17,OUT035
FDC17,OUT013
FDI45,OUT035
FDZ33,OUT027
FDJ56,OUT019
FDN25,OUT013
FDC10,OUT019
FDQ22,OUT049
NCR54,OUT035
DRK11,OUT035
DRI37,OUT017
FDX37,OUT049
FDF05,OUT046
FDW36,OUT019
FDI04,OUT035
FDB04,OUT045
FDU38,OUT035
FDY28,OUT013
FDP20,OUT046
FDC29,OUT017
FDR45,OUT049
NCC42,OUT046
NCF42,OUT017
FDZ45,OUT010
FDB23,OUT017
FDC41,OUT049
FDA10,OUT019
NCM26,OUT017
FDZ58,OUT019
FDW35,OUT035
FDX32,OUT035
FDK40,OUT018
FDD04,OUT017
FDP28,OUT046
NCL42,OUT013
DRB13,OUT035
FDC33,OUT018
FDO58,OUT035
FDE34,OUT010
NCE19,OUT046
NCJ18,OUT010
FDF52,OUT049
FDY04,OUT035
DRF49,OUT049
FDX27,OUT010
FDV28,OUT013
FDE33,OUT019
FDQ37,OUT013
NCG30,OUT046
NCH29,OUT017
FDV20,OUT017
FDG57,OUT018
FDU60,OUT035
NCH30,OUT010
NCM29,OUT010
FDB12,OUT018
FDD53,OUT049
FDI44,OUT049
FDW56,OUT027
FDA01,OUT018
FDG47,OUT013
FDT40,OUT035
FDU20,OUT035
NCP41,OUT018
FDW36,OUT027
FDN31,OUT049
NCU54,OUT010
FDS01,OUT046
FDA23,OUT017
FDY08,OUT045
FDJ28,OUT046
DRF36,OUT046
FDH44,OUT010
NCY54,OUT049
FDR59,OUT010
DRA59,OUT046
FDS55,OUT017
FDZ28,OUT045
DRG49,OUT045
FDH21,OUT019
NCN19,OUT013
FDP25,OUT045
DRH59,OUT046
FDH09,OUT035
NCK54,OUT049
FDT21,OUT045
FDR12,OUT019
FDS25,OUT017
NCL05,OUT027
NCI30,OUT017
FDJ26,OUT045
FDA56,OUT049
FDM33,OUT018
FDP04,OUT049
FDR55,OUT045
NCZ54,OUT027
NCA53,OUT049
FDL20,OUT046
FDT26,OUT035
NCZ06,OUT046
FDA04,OUT017
FDD29,OUT027
FDS56,OUT046
FDT07,OUT013
FDT58,OUT018
FDJ10,OUT027
FDN25,OUT035
DRC27,OUT045
FDA38,OUT049
FDM56,OUT013
NCI43,OUT013
FDP36,OUT017
DRK49,OUT019
FDW32,OUT019
NCW18,OUT049
FDQ44,OUT018
FDL45,OUT045
DRB48,OUT035
FDQ34,OUT018
FDH17,OUT017
FDN08,OUT010
FDK57,OUT027
FDK10,OUT013
FDL39,OUT027
FDP25,OUT035
FDC05,OUT035
FDA39,OUT013
FDZ10,OUT013
FDK08,OUT027
DRD24,OUT013
DRG48,OUT018
FDH52,OUT019
FDS25,OUT045
NCH43,OUT035
DRK01,OUT017
FDD59,OUT017
FDB27,OUT010
FDO22,OUT013
FDD35,OUT045
FDR01,OUT035
NCB31,OUT019
FDC35,OUT046
FDS23,OUT045
FDC33,OUT045
NCF18,OUT018
FDM36,OUT049
FDJ53,OUT049
NCL17,OUT018
FDW27,OUT027
FDA32,OUT046
FDA03,OUT010
FDW09,OUT045
FDN09,OUT045
FDM08,OUT017
FDX01,OUT018
DRO35,OUT049
FDS31,OUT045
NCM53,OUT049
FDI16,OUT013
DRF36,OUT049
FDW49,OUT027
FDB58,OUT019
NCJ18,OUT045
FDL51,OUT045
FDS03,OUT018
NCO54,OUT019
FDA48,OUT045
NCK06,OUT027
NCZ54,OUT045
FDW39,OUT027
FDI09,OUT046
NCO02,OUT049
DRF13,OUT049
FDK25,OUT017
FDZ38,OUT017
NCQ42,OUT019
FDM14,OUT027
FDC20,OUT046
FDW32,OUT018
FDQ19,OUT045
FDE08,OUT049
FDC29,OUT049
FDV50,OUT013
FDF11,OUT017
FDN09,OUT018
DRG37,OUT045
NCV06,OUT027
DRJ13,OUT010
DRF25,OUT027
FDE53,OUT010
FDS08,OUT046
FDO23,OUT017
FDT07,OUT046
NCX29,OUT035
FDG22,OUT035
DRJ47,OUT027
FDL43,OUT013
FDZ43,OUT027
FDZ21,OUT046
FDJ50,OUT035
FDV35,OUT046
FDW56,OUT017
DRL35,OUT045
FDR01,OUT045
FDS24,OUT045
NCL17,OUT017
FDS13,OUT018
FDB59,OUT045
FDW26,OUT027
FDQ12,OUT019
FDX59,OUT013
FDL36,OUT017
FDQ55,OUT018
FDV46,OUT019
FDM28,OUT019
FDT40,OUT017
DRJ11,OUT010
FDD51,OUT045
NCT17,OUT027
NCW17,OUT046
NCY29,OUT019
DRH36,OUT013
FDB17,OUT049
NCA17,OUT013
FDT27,OUT046
FDR32,OUT013
FDG41,OUT049
FDX25,OUT046
FDG56,OUT017
FDN16,OUT017
FDD47,OUT035
FDR12,OUT013
FDS33,OUT049
NCC55,OUT035
FDA38,OUT019
FDK44,OUT035
FDZ57,OUT046
NCN14,OUT017
NCB06,OUT010
DRL01,OUT049
FDU10,OUT049
NCS38,OUT018
FDQ16,OUT013
FDS40,OUT017
FDE36,OUT017
FDV31,OUT045
NCD42,OUT045
FDT20,OUT035
NCN19,OUT018
FDW21,OUT027
FDF34,OUT045
FDI28,OUT045
FDG44,OUT027
DRF60,OUT045
FDQ36,OUT019
FDP34,OUT018
FDA20,OUT035
FDE41,OUT035
DRK47,OUT046
FDY10,OUT017
FDI02,OUT017
FDE41,OUT019
FDZ52,OUT013
FDG50,OUT018
DRL01,OUT010
FDV48,OUT017
FDR48,OUT045
NCD54,OUT013
NCT54,OUT017
FDH02,OUT013
NCD43,OUT013
FDE46,OUT035
NCO42,OUT027
FDR40,OUT049
FDG24,OUT049
NCO17,OUT017
FDF22,OUT046
FDC59,OUT035
NCY18,OUT010
DRE48,OUT045
FDV60,OUT010
FDB56,OUT049
FDL20,OUT027
NCZ53,OUT027
DRM35,OUT035
FDV16,OUT046
FDY19,OUT013
FDY12,OUT010
FDM15,OUT017
FDP12,OUT049
FDT21,OUT013
DRE49,OUT010
FDN16,OUT049
FDE04,OUT018
FDC51,OUT013
FDO04,OUT018
FDD41,OUT017
FDI45,OUT045
NCB18,OUT027
FDW51,OUT017
NCK07,OUT046
FDZ45,OUT019
FDB37,OUT046
FDZ60,OUT035
FDN04,OUT013
FDW47,OUT013
FDB17,OUT013
FDR56,OUT018
FDU55,OUT027
FDH40,OUT017
FDH05,OUT049
FDX58,OUT045
FDC51,OUT035
NCR05,OUT017
DRH25,OUT017
NCR53,OUT049
FDS04,OUT046
FDC03,OUT013
FDP44,OUT010
FDK16,OUT018
NCC30,OUT046
FDZ26,OUT010
NCO54,OUT018
NCP41,OUT010
DRE27,OUT049
FDQ10,OUT013
NCU42,OUT049
FDX43,OUT035
NCD19,OUT046
NCI54,OUT035
FDS37,OUT010
FDO25,OUT027
FDS57,OUT049
FDI52,OUT049
DRK12,OUT018
FDG40,OUT017
FDU49,OUT045
FDR49,OUT013
FDF40,OUT019
DRE03,OUT017
FDR55,OUT027
NCU05,OUT035
FDR36,OUT017
NCM30,OUT013
FDH24,OUT049
DRO47,OUT018
FDQ49,OUT017
DRJ37,OUT046
NCJ42,OUT018
FDD05,OUT049
FDC39,OUT018
NCY06,OUT045
NCS06,OUT019
FDE16,OUT045
NCQ50,OUT046
FDX50,OUT046
NCL41,OUT017
FDM58,OUT018
FDH35,OUT010
FDS50,OUT049
FDT09,OUT027
FDR60,OUT018
FDG22,OUT046
FDL52,OUT027
DRJ39,OUT018
FDW45,OUT017
NCQ38,OUT045
FDB26,OUT017
DRG48,OUT046
FDH10,OUT010
FDP28,OUT049
FDJ44,OUT010
FDI07,OUT045
DRJ24,OUT017
DRL47,OUT035
FDP38,OUT013
FDK02,OUT019
FDO23,OUT013
NCE54,OUT013
FDS52,OUT046
FDW01,OUT035
NCF07,OUT017
DRE15,OUT018
FDR58,OUT046
FDL24,OUT013
FDQ25,OUT027
FDX56,OUT013
FDD20,OUT018
DRF60,OUT017
FDW13,OUT018
FDF09,OUT013
FDY45,OUT035
FDR26,OUT045
FDZ01,OUT046
FDH53,OUT010
FDG52,OUT018
FDW50,OUT045
FDX49,OUT035
FDJ44,OUT046
NCI31,OUT027
FDZ52,OUT035
FDE17,OUT049
FDG34,OUT018
FDE26,OUT010
FDD56,OUT018
FDR52,OUT045
FDQ13,OUT035
NCJ42,OUT019
FDH10,OUT019
NCG42,OUT035
FDT31,OUT045
DRD25,OUT045
FDR35,OUT035
FDL33,OUT045
FDT45,OUT035
FDT16,OUT045
DRE49,OUT035
DRF60,OUT049
NCB54,OUT049
FDH20,OUT049
FDA31,OUT035
FDE33,OUT045
FDM12,OUT010
FDW44,OUT013
DRE48,OUT013
NCX18,OUT045
FDA38,OUT018
FDQ19,OUT013
FDY47,OUT027
FDE17,OUT013
FDY25,OUT046
FDT03,OUT035
FDB49,OUT045
FDL43,OUT017
FDE47,OUT017
FDS49,OUT045
FDU23,OUT018
FDU38,OUT027
FDV09,OUT019
FDR20,OUT049
FDY11,OUT046
FDG40,OUT027
FDX20,OUT017
FDZ27,OUT013
FDH09,OUT017
FDG29,OUT049
NCA30,OUT049
NCL53,OUT017
DRE15,OUT046
NCS38,OUT046
FDY21,OUT019
FDB58,OUT010
FDH41,OUT046
DRF23,OUT049
FDE05,OUT010
FDY10,OUT049
FDS43,OUT049
NCM30,OUT049
FDY49,OUT045
FDN02,OUT045
FDP37,OUT045
NCF07,OUT035
FDJ09,OUT013
FDO23,OUT027
FDH09,OUT027
FDX34,OUT049
FDV60,OUT049
FDE32,OUT013
NCI30,OUT018
FDS37,OUT013
FDC57,OUT019
DRC01,OUT017
DRD27,OUT017
FDI12,OUT045
FDQ33,OUT035
FDQ27,OUT019
NCB07,OUT010
FDC08,OUT013
FDD20,OUT046
FDS24,OUT035
FDH34,OUT017
NCX30,OUT018
FDM01,OUT046
FDB20,OUT013
NCK29,OUT017
FDS11,OUT049
NCV41,OUT010
DRL60,OUT049
FDV10,OUT017
FDV09,OUT018
FDQ39,OUT046
DRE49,OUT018
FDR45,OUT045
DRJ23,OUT010
FDQ26,OUT018
NCA06,OUT017
FDT24,OUT018
DRG27,OUT045
FDR02,OUT045
DRG37,OUT035
FDJ07,OUT018
FDP32,OUT049
FDV59,OUT046
FDP60,OUT035
FDE32,OUT027
FDK26,OUT017
FDW28,OUT035
FDP56,OUT049
FDT25,OUT046
FDQ12,OUT035
FDR60,OUT035
FDZ10,OUT010
FDM13,OUT010
FDF26,OUT045
FDN02,OUT027
NCI30,OUT013
NCJ31,OUT049
NCQ54,OUT010
FDB02,OUT045
FDC02,OUT027
FDA11,OUT045
DRI23,OUT027
FDE04,OUT049
FDW38,OUT010
FDG46,OUT019
NCJ05,OUT027
FDU01,OUT019
FDY11,OUT017
FDX60,OUT013
NCN29,OUT049
FDT07,OUT049
FDI21,OUT018
FDI41,OUT046
FDE10,OUT027
FDQ28,OUT046
FDY32,OUT010
NCK05,OUT019
FDH12,OUT045
FDJ27,OUT017
DRL35,OUT010
NCY29,OUT017
FDC21,OUT017
FDM33,OUT017
DRJ39,OUT013
FDB22,OUT010
FDC32,OUT013
FDD02,OUT046
FDL28,OUT035
FDL39,OUT049
FDV37,OUT010
FDA28,OUT017
FDL04,OUT049
FDR10,OUT035
FDA39,OUT017
FDR15,OUT035
FDQ40,OUT017
DRG23,OUT027
FDU36,OUT013
FDF47,OUT046
FDH14,OUT046
FDO45,OUT018
FDK60,OUT035
FDS43,OUT017
FDN44,OUT049
FDS34,OUT049
FDU20,OUT045
FDP44,OUT013
FDC02,OUT035
FDT56,OUT035
NCA06,OUT013
FDE04,OUT013
NCX06,OUT017
FDX49,OUT017
DRM59,OUT018
FDJ34,OUT049
FDP60,OUT013
FDI07,OUT046
FDV07,OUT027
FDH41,OUT045
NCB31,OUT049
FDW34,OUT035
FDX45,OUT017
FDH14,OUT049
FDF26,OUT010
FDU24,OUT017
FDX11,OUT018
FDF35,OUT035
NCC43,OUT018
FDG29,OUT046
FDS44,OUT046
FDZ10,OUT046
FDC52,OUT013
DRL35,OUT035
NCP55,OUT010
FDV38,OUT027
FDL44,OUT045
FDZ47,OUT017
FDT45,OUT046
FDN23,OUT049
NCP43,OUT045
DRJ24,OUT019
FDA02,OUT027
FDH33,OUT019
FDF56,OUT017
NCN26,OUT046
FDD22,OUT049
FDU15,OUT010
FDB41,OUT010
FDZ35,OUT017
FDT60,OUT017
FDE51,OUT035
NCQ06,OUT035
FDS28,OUT017
FDH32,OUT045
FDW37,OUT045
FDY33,OUT046
FDF17,OUT017
FDG56,OUT013
NCB18,OUT013
FDU14,OUT035
FDU22,OUT049
NCV41,OUT013
FDY52,OUT045
DRG48,OUT027
FDU01,OUT027
NCP53,OUT013
FDC17,OUT049
NCZ30,OUT013
FDK03,OUT046
FDE08,OUT019
NCM07,OUT027
FDY35,OUT027
FDS28,OUT027
FDI56,OUT013
FDR23,OUT019
FDF29,OUT049
FDA47,OUT027
FDI10,OUT013
FDC45,OUT019
FDA27,OUT017
NCR41,OUT018
FDR09,OUT018
NCB06,OUT013
FDE53,OUT046
DRE27,OUT010
NCA06,OUT027
FDL56,OUT018
FDT09,OUT035
DRH03,OUT010
NCQ53,OUT018
NCT18,OUT046
FDL43,OUT035
FDJ53,OUT035
NCQ02,OUT035
NCJ05,OUT046
FDT40,OUT018
FDA48,OUT046
FDV37,OUT049
FDX07,OUT045
DRG48,OUT045
FDF44,OUT035
FDS24,OUT046
NCQ50,OUT049
FDT25,OUT013
FDO03,OUT045
FDJ55,OUT046
FDM36,OUT013
FDM21,OUT017
FDK58,OUT035
FDD26,OUT010
FDW57,OUT045
FDT32,OUT010
FDT25,OUT045
NCB19,OUT046
FDD05,OUT019
NCE54,OUT027
FDO39,OUT049
NCV06,OUT045
DRB13,OUT010
FDX51,OUT010
FDC38,OUT045
FDD04,OUT046
FDC05,OUT018
DRJ59,OUT027
FDL22,OUT017
DRH13,OUT019
FDV22,OUT010
FDP07,OUT045
FDK27,OUT049
FDP31,OUT017
NCI54,OUT010
DRK35,OUT027
NCO07,OUT049
FDN31,OUT013
NCO02,OUT035
FDQ26,OUT045
FDQ07,OUT046
FDB49,OUT049
FDY44,OUT049
NCI54,OUT027
FDV44,OUT046
FDI48,OUT049
NCL05,OUT035
FDT32,OUT049
FDM10,OUT049
FDS21,OUT049
FDD11,OUT045
FDL04,OUT027
FDO58,OUT018
FDQ08,OUT017
FDT28,OUT046
FDT22,OUT018
FDB58,OUT035
FDN45,OUT046
FDZ45,OUT013
FDJ38,OUT046
NCT06,OUT045
FDU21,OUT027
NCP30,OUT049
FDR27,OUT049
FDW39,OUT017
DRZ24,OUT027
FDK21,OUT013
FDJ04,OUT046
FDZ13,OUT017
FDS16,OUT017
FDD56,OUT010
FDI57,OUT046
FDQ12,OUT027
FDI56,OUT046
NCT42,OUT045
FDM25,OUT035
DRB25,OUT027
NCY30,OUT046
FDD44,OUT017
FDK45,OUT035
FDN45,OUT045
FDQ09,OUT035
FDC17,OUT035
FDD45,OUT013
FDD41,OUT046
FDU46,OUT046
FDO45,OUT017
FDG41,OUT035
DRC13,OUT045
FDX50,OUT018
FDK56,OUT035
NCL18,OUT046
FDN57,OUT049
FDX03,OUT027
NCU17,OUT013
FDL14,OUT035
NCU18,OUT046
NCH43,OUT017
FDH41,OUT035
FDS28,OUT018
FDG02,OUT027
FDS40,OUT045
FDD10,OUT013
DRQ35,OUT013
NCL05,OUT049
FDJ48,OUT035
FDV21,OUT027
FDJ26,OUT035
NCN05,OUT017
FDK09,OUT046
FDM56,OUT027
DRF25,OUT045
FDG14,OUT045
FDZ31,OUT035
FDU21,OUT019
FDC57,OUT035
FDU46,OUT010
FDU22,OUT035
DRG23,OUT045
FDR23,OUT010
FDI14,OUT018
NCN42,OUT045
NCM41,OUT049
FDT55,OUT046
DRY23,OUT027
FDL46,OUT010
FDQ57,OUT035
FDQ16,OUT035
FDZ52,OUT027
FDL16,OUT019
NCX18,OUT018
FDM34,OUT018
FDG60,OUT027
NCA06,OUT018
DRD12,OUT046
FDP04,OUT018
NCH30,OUT045
FDS04,OUT045
FDQ13,OUT019
FDU59,OUT049
DRG11,OUT045
FDA36,OUT027
FDA15,OUT035
FDZ03,OUT010
FDJ16,OUT035
FDZ12,OUT049
FDH09,OUT045
FDT13,OUT017
FDU20,OUT017
DRH25,OUT035
FDK26,OUT045
FDU32,OUT035
FDI22,OUT045
NCB54,OUT018
FDX46,OUT045
NCC07,OUT013
FDQ34,OUT019
FDM16,OUT018
FDJ55,OUT027
DRI01,OUT017
FDD50,OUT018
FDJ08,OUT045
NCK18,OUT049
FDQ14,OUT010
FDS51,OUT046
FDA04,OUT035
FDP10,OUT017
FDT36,OUT045
FDH38,OUT017
FDC16,OUT018
FDF17,OUT049
FDU23,OUT013
FDB34,OUT049
FDW26,OUT013
FDP45,OUT045
FDD38,OUT046
FDM60,OUT049
FDW26,OUT035
FDV51,OUT027
FDT33,OUT049
FDQ40,OUT046
FDX40,OUT035
FDU31,OUT035
DRJ01,OUT046
FDP11,OUT027
NCN43,OUT027
FDA15,OUT018
FDO04,OUT017
NCF43,OUT035
NCI17,OUT017
FDY47,OUT013
FDF20,OUT027
NCS53,OUT046
FDK38,OUT049
FDW43,OUT013
FDV57,OUT046
FDX26,OUT017
FDR04,OUT046
FDP19,OUT013
FDT07,OUT017
DRB24,OUT049
FDB36,OUT046
NCE07,OUT027
FDI16,OUT027
FDP45,OUT046
NCC43,OUT013
FDQ23,OUT019
FDW24,OUT035
FDW09,OUT027
FDN10,OUT035
FDE23,OUT035
FDV16,OUT035
FDF12,OUT027
FDN21,OUT049
DRC25,OUT046
NCP18,OUT049
FDW60,OUT013
FDY04,OUT045
NCJ31,OUT027
DRN47,OUT013
FDU13,OUT013
FDT39,OUT010
NCQ18,OUT013
FDV25,OUT013
NCE30,OUT046
NCN42,OUT046
FDW25,OUT049
FDS49,OUT013
FDN34,OUT049
FDS45,OUT018
NCL53,OUT027
FDT38,OUT049
NCX06,OUT046
NCY17,OUT013
NCO18,OUT046
FDY47,OUT010
FDF57,OUT027
FDS26,OUT049
NCL17,OUT035
NCB18,OUT049
FDA50,OUT010
DRE13,OUT049
DRE60,OUT013
FDB20,OUT017
NCS18,OUT013
FDH19,OUT019
FDS47,OUT045
FDC09,OUT013
DRG23,OUT049
FDU34,OUT045
FDZ40,OUT017
NCE30,OUT035
FDA44,OUT018
FDB32,OUT035
NCO06,OUT046
FDY44,OUT046
FDG10,OUT045
FDF38,OUT046
FDW59,OUT019
FDP34,OUT046
FDZ26,OUT017
FDH17,OUT019
FDU44,OUT017
FDS23,OUT049
DRE03,OUT018
FDY57,OUT045
FDH50,OUT027
DRY23,OUT046
FDT27,OUT035
FDB38,OUT018
FDY16,OUT046
FDG33,OUT010
FDN04,OUT018
FDJ48,OUT017
NCC07,OUT045
FDI35,OUT049
DRH49,OUT046
FDY51,OUT046
NCG07,OUT045
FDA22,OUT046
FDA33,OUT046
FDV03,OUT013
FDP27,OUT045
FDZ20,OUT049
FDR56,OUT049
NCV41,OUT027
FDU11,OUT035
NCB30,OUT049
FDX23,OUT018
FDY24,OUT013
FDZ37,OUT013
FDL10,OUT035
NCE18,OUT046
FDY60,OUT027
FDT24,OUT013
NCV06,OUT035
FDP51,OUT019
FDU49,OUT035
FDQ16,OUT049
FDV16,OUT013
FDL36,OUT018
FDE09,OUT027
NCV54,OUT035
FDH27,OUT017
FDF33,OUT035
NCP18,OUT035
FDZ45,OUT018
FDU25,OUT027
FDQ40,OUT010
DRD25,OUT019
FDJ57,OUT010
FDT43,OUT049
FDH44,OUT049
FDR31,OUT019
FDQ27,OUT018
DRK13,OUT049
FDB04,OUT046
NCI54,OUT045
FDP19,OUT045
FDB37,OUT035
NCR05,OUT013
FDZ15,OUT045
NCQ29,OUT046
FDL04,OUT046
DRH49,OUT018
FDT07,OUT019
NCI55,OUT045
FDP19,OUT035
FDV45,OUT045
FDG26,OUT018
DRJ01,OUT035
FDD14,OUT035
DRH37,OUT035
NCD18,OUT013
NCE55,OUT045
NCQ43,OUT017
FDC41,OUT046
DRL01,OUT019
FDX48,OUT010
DRC25,OUT010
DRF48,OUT045
FDT34,OUT018
NCB43,OUT035
FDG44,OUT019
FDD35,OUT035
FDC02,OUT013
FDU51,OUT018
NCC19,OUT035
FDJ60,OUT046
NCI29,OUT046
NCF43,OUT013
FDY08,OUT027
FDD17,OUT010
FDK41,OUT035
DRN59,OUT045
FDR60,OUT013
DRO47,OUT010
FDF26,OUT035
FDQ12,OUT046
NCO29,OUT035
DRF03,OUT049
